transformed_feature,raw_feature,feature_group,transformed_type,category,coefficient,abs_coefficient,odds_ratio,is_zero
numeric_scale__away_win_expectancy,away_win_expectancy,context_static,scaled_numeric,,0.0,0.0,1.0,True
numeric_scale__home_win_expectancy,home_win_expectancy,context_static,scaled_numeric,,0.0,0.0,1.0,True
categorical__pitcher_team_id_21,pitcher_team_id,context_static,one_hot,21,0.0,0.0,1.0,True
categorical__batter_id_24404,batter_id,context_static,one_hot,24404,0.0,0.0,1.0,True
categorical__pitcher_team_id_23,pitcher_team_id,context_static,one_hot,23,0.0,0.0,1.0,True
categorical__batter_team_id_12,batter_team_id,context_static,one_hot,12,0.0,0.0,1.0,True
categorical__batter_team_id_13,batter_team_id,context_static,one_hot,13,0.0,0.0,1.0,True
categorical__batter_team_id_14,batter_team_id,context_static,one_hot,14,0.0,0.0,1.0,True
categorical__batter_team_id_15,batter_team_id,context_static,one_hot,15,0.0,0.0,1.0,True
categorical__batter_team_id_16,batter_team_id,context_static,one_hot,16,0.0,0.0,1.0,True
categorical__batter_team_id_17,batter_team_id,context_static,one_hot,17,0.0,0.0,1.0,True
categorical__batter_team_id_18,batter_team_id,context_static,one_hot,18,0.0,0.0,1.0,True
categorical__batter_team_id_19,batter_team_id,context_static,one_hot,19,0.0,0.0,1.0,True
categorical__batter_team_id_20,batter_team_id,context_static,one_hot,20,0.0,0.0,1.0,True
categorical__batter_team_id_21,batter_team_id,context_static,one_hot,21,0.0,0.0,1.0,True
categorical__batter_id_24458,batter_id,context_static,one_hot,24458,0.0,0.0,1.0,True
categorical__pitcher_team_id_22,pitcher_team_id,context_static,one_hot,22,0.0,0.0,1.0,True
categorical__batter_id_24405,batter_id,context_static,one_hot,24405,0.0,0.0,1.0,True
categorical__batter_id_24406,batter_id,context_static,one_hot,24406,0.0,0.0,1.0,True
categorical__batter_id_24409,batter_id,context_static,one_hot,24409,0.0,0.0,1.0,True
categorical__batter_id_24413,batter_id,context_static,one_hot,24413,0.0,0.0,1.0,True
categorical__batter_id_24416,batter_id,context_static,one_hot,24416,0.0,0.0,1.0,True
categorical__batter_id_24418,batter_id,context_static,one_hot,24418,0.0,0.0,1.0,True
categorical__batter_id_24419,batter_id,context_static,one_hot,24419,0.0,0.0,1.0,True
categorical__batter_id_24421,batter_id,context_static,one_hot,24421,0.0,0.0,1.0,True
categorical__batter_id_24426,batter_id,context_static,one_hot,24426,0.0,0.0,1.0,True
categorical__batter_id_24427,batter_id,context_static,one_hot,24427,0.0,0.0,1.0,True
categorical__batter_id_24430,batter_id,context_static,one_hot,24430,0.0,0.0,1.0,True
categorical__pitcher_hand_2,pitcher_hand,context_static,one_hot,2,0.0,0.0,1.0,True
categorical__batter_id_24438,batter_id,context_static,one_hot,24438,0.0,0.0,1.0,True
categorical__batter_id_24439,batter_id,context_static,one_hot,24439,0.0,0.0,1.0,True
categorical__batter_id_24442,batter_id,context_static,one_hot,24442,0.0,0.0,1.0,True
categorical__batter_id_24443,batter_id,context_static,one_hot,24443,0.0,0.0,1.0,True
categorical__batter_id_24445,batter_id,context_static,one_hot,24445,0.0,0.0,1.0,True
categorical__batter_id_24448,batter_id,context_static,one_hot,24448,0.0,0.0,1.0,True
categorical__batter_id_24457,batter_id,context_static,one_hot,24457,0.0,0.0,1.0,True
numeric_scale__score_diff_home,score_diff_home,context_static,scaled_numeric,,0.0,0.0,1.0,True
categorical__batter_id_24462,batter_id,context_static,one_hot,24462,0.0,0.0,1.0,True
categorical__batter_id_24464,batter_id,context_static,one_hot,24464,0.0,0.0,1.0,True
categorical__batter_id_24466,batter_id,context_static,one_hot,24466,0.0,0.0,1.0,True
categorical__pitcher_hand_1,pitcher_hand,context_static,one_hot,1,0.0,0.0,1.0,True
categorical__batter_id_24437,batter_id,context_static,one_hot,24437,0.0,0.0,1.0,True
categorical__batter_id_24127,batter_id,context_static,one_hot,24127,0.0,0.0,1.0,True
categorical__batter_id_24128,batter_id,context_static,one_hot,24128,0.0,0.0,1.0,True
categorical__batter_id_24130,batter_id,context_static,one_hot,24130,0.0,0.0,1.0,True
categorical__batter_id_24132,batter_id,context_static,one_hot,24132,0.0,0.0,1.0,True
categorical__batter_id_24134,batter_id,context_static,one_hot,24134,0.0,0.0,1.0,True
categorical__batter_id_24137,batter_id,context_static,one_hot,24137,0.0,0.0,1.0,True
categorical__batter_id_24139,batter_id,context_static,one_hot,24139,0.0,0.0,1.0,True
categorical__batter_id_24141,batter_id,context_static,one_hot,24141,0.0,0.0,1.0,True
categorical__batter_id_24142,batter_id,context_static,one_hot,24142,0.0,0.0,1.0,True
categorical__batter_id_24143,batter_id,context_static,one_hot,24143,0.0,0.0,1.0,True
categorical__batter_id_24144,batter_id,context_static,one_hot,24144,0.0,0.0,1.0,True
categorical__batter_id_24287,batter_id,context_static,one_hot,24287,0.0,0.0,1.0,True
categorical__batter_id_24148,batter_id,context_static,one_hot,24148,0.0,0.0,1.0,True
categorical__batter_id_24149,batter_id,context_static,one_hot,24149,0.0,0.0,1.0,True
categorical__batter_id_24150,batter_id,context_static,one_hot,24150,0.0,0.0,1.0,True
categorical__batter_id_24155,batter_id,context_static,one_hot,24155,0.0,0.0,1.0,True
categorical__batter_id_24158,batter_id,context_static,one_hot,24158,0.0,0.0,1.0,True
categorical__batter_id_24159,batter_id,context_static,one_hot,24159,0.0,0.0,1.0,True
categorical__batter_id_24160,batter_id,context_static,one_hot,24160,0.0,0.0,1.0,True
categorical__batter_id_24162,batter_id,context_static,one_hot,24162,0.0,0.0,1.0,True
categorical__batter_id_24163,batter_id,context_static,one_hot,24163,0.0,0.0,1.0,True
categorical__batter_id_24171,batter_id,context_static,one_hot,24171,0.0,0.0,1.0,True
categorical__batter_id_24174,batter_id,context_static,one_hot,24174,0.0,0.0,1.0,True
categorical__batter_id_24175,batter_id,context_static,one_hot,24175,0.0,0.0,1.0,True
categorical__batter_id_24145,batter_id,context_static,one_hot,24145,0.0,0.0,1.0,True
categorical__batter_id_24072,batter_id,context_static,one_hot,24072,0.0,0.0,1.0,True
categorical__batter_id_24074,batter_id,context_static,one_hot,24074,0.0,0.0,1.0,True
categorical__batter_id_24075,batter_id,context_static,one_hot,24075,0.0,0.0,1.0,True
categorical__batter_id_24077,batter_id,context_static,one_hot,24077,0.0,0.0,1.0,True
categorical__batter_id_24079,batter_id,context_static,one_hot,24079,0.0,0.0,1.0,True
categorical__batter_id_24080,batter_id,context_static,one_hot,24080,0.0,0.0,1.0,True
categorical__batter_id_24082,batter_id,context_static,one_hot,24082,0.0,0.0,1.0,True
categorical__batter_id_24087,batter_id,context_static,one_hot,24087,0.0,0.0,1.0,True
categorical__batter_id_24090,batter_id,context_static,one_hot,24090,0.0,0.0,1.0,True
categorical__batter_id_24091,batter_id,context_static,one_hot,24091,0.0,0.0,1.0,True
categorical__batter_id_24092,batter_id,context_static,one_hot,24092,0.0,0.0,1.0,True
categorical__batter_id_24124,batter_id,context_static,one_hot,24124,0.0,0.0,1.0,True
categorical__batter_id_24095,batter_id,context_static,one_hot,24095,0.0,0.0,1.0,True
categorical__batter_id_24096,batter_id,context_static,one_hot,24096,0.0,0.0,1.0,True
categorical__batter_id_24098,batter_id,context_static,one_hot,24098,0.0,0.0,1.0,True
categorical__batter_id_24101,batter_id,context_static,one_hot,24101,0.0,0.0,1.0,True
categorical__batter_id_24103,batter_id,context_static,one_hot,24103,0.0,0.0,1.0,True
categorical__batter_id_24106,batter_id,context_static,one_hot,24106,0.0,0.0,1.0,True
categorical__batter_id_24108,batter_id,context_static,one_hot,24108,0.0,0.0,1.0,True
categorical__batter_id_24114,batter_id,context_static,one_hot,24114,0.0,0.0,1.0,True
categorical__batter_id_24119,batter_id,context_static,one_hot,24119,0.0,0.0,1.0,True
categorical__batter_id_24120,batter_id,context_static,one_hot,24120,0.0,0.0,1.0,True
categorical__batter_id_24122,batter_id,context_static,one_hot,24122,0.0,0.0,1.0,True
categorical__batter_id_24123,batter_id,context_static,one_hot,24123,0.0,0.0,1.0,True
categorical__batter_id_24093,batter_id,context_static,one_hot,24093,0.0,0.0,1.0,True
categorical__batter_id_24230,batter_id,context_static,one_hot,24230,0.0,0.0,1.0,True
categorical__batter_id_24232,batter_id,context_static,one_hot,24232,0.0,0.0,1.0,True
categorical__batter_id_24233,batter_id,context_static,one_hot,24233,0.0,0.0,1.0,True
categorical__batter_id_24235,batter_id,context_static,one_hot,24235,0.0,0.0,1.0,True
categorical__batter_id_24236,batter_id,context_static,one_hot,24236,0.0,0.0,1.0,True
categorical__batter_id_24238,batter_id,context_static,one_hot,24238,0.0,0.0,1.0,True
categorical__batter_id_24242,batter_id,context_static,one_hot,24242,0.0,0.0,1.0,True
categorical__batter_id_24243,batter_id,context_static,one_hot,24243,0.0,0.0,1.0,True
categorical__batter_id_24245,batter_id,context_static,one_hot,24245,0.0,0.0,1.0,True
categorical__batter_id_24250,batter_id,context_static,one_hot,24250,0.0,0.0,1.0,True
categorical__batter_id_24251,batter_id,context_static,one_hot,24251,0.0,0.0,1.0,True
categorical__batter_id_24176,batter_id,context_static,one_hot,24176,0.0,0.0,1.0,True
categorical__batter_id_24260,batter_id,context_static,one_hot,24260,0.0,0.0,1.0,True
categorical__batter_id_24263,batter_id,context_static,one_hot,24263,0.0,0.0,1.0,True
categorical__batter_id_24264,batter_id,context_static,one_hot,24264,0.0,0.0,1.0,True
categorical__batter_id_24266,batter_id,context_static,one_hot,24266,0.0,0.0,1.0,True
categorical__batter_id_24270,batter_id,context_static,one_hot,24270,0.0,0.0,1.0,True
categorical__batter_id_24272,batter_id,context_static,one_hot,24272,0.0,0.0,1.0,True
categorical__batter_id_24273,batter_id,context_static,one_hot,24273,0.0,0.0,1.0,True
categorical__batter_id_24274,batter_id,context_static,one_hot,24274,0.0,0.0,1.0,True
categorical__batter_id_24278,batter_id,context_static,one_hot,24278,0.0,0.0,1.0,True
categorical__batter_id_24280,batter_id,context_static,one_hot,24280,0.0,0.0,1.0,True
categorical__batter_id_24282,batter_id,context_static,one_hot,24282,0.0,0.0,1.0,True
categorical__batter_id_24284,batter_id,context_static,one_hot,24284,0.0,0.0,1.0,True
categorical__batter_id_24255,batter_id,context_static,one_hot,24255,0.0,0.0,1.0,True
categorical__batter_id_24177,batter_id,context_static,one_hot,24177,0.0,0.0,1.0,True
categorical__batter_id_24180,batter_id,context_static,one_hot,24180,0.0,0.0,1.0,True
categorical__batter_id_24186,batter_id,context_static,one_hot,24186,0.0,0.0,1.0,True
categorical__batter_id_24187,batter_id,context_static,one_hot,24187,0.0,0.0,1.0,True
categorical__batter_id_24188,batter_id,context_static,one_hot,24188,0.0,0.0,1.0,True
categorical__batter_id_24189,batter_id,context_static,one_hot,24189,0.0,0.0,1.0,True
categorical__batter_id_24190,batter_id,context_static,one_hot,24190,0.0,0.0,1.0,True
categorical__batter_id_24191,batter_id,context_static,one_hot,24191,0.0,0.0,1.0,True
categorical__batter_id_24194,batter_id,context_static,one_hot,24194,0.0,0.0,1.0,True
categorical__batter_id_24195,batter_id,context_static,one_hot,24195,0.0,0.0,1.0,True
categorical__batter_id_24200,batter_id,context_static,one_hot,24200,0.0,0.0,1.0,True
categorical__batter_id_24204,batter_id,context_static,one_hot,24204,0.0,0.0,1.0,True
categorical__batter_id_24227,batter_id,context_static,one_hot,24227,0.0,0.0,1.0,True
categorical__batter_id_24207,batter_id,context_static,one_hot,24207,0.0,0.0,1.0,True
categorical__batter_id_24210,batter_id,context_static,one_hot,24210,0.0,0.0,1.0,True
categorical__batter_id_24212,batter_id,context_static,one_hot,24212,0.0,0.0,1.0,True
categorical__batter_id_24214,batter_id,context_static,one_hot,24214,0.0,0.0,1.0,True
categorical__batter_id_24215,batter_id,context_static,one_hot,24215,0.0,0.0,1.0,True
categorical__batter_id_24216,batter_id,context_static,one_hot,24216,0.0,0.0,1.0,True
categorical__batter_id_24217,batter_id,context_static,one_hot,24217,0.0,0.0,1.0,True
categorical__batter_id_24218,batter_id,context_static,one_hot,24218,0.0,0.0,1.0,True
categorical__batter_id_24219,batter_id,context_static,one_hot,24219,0.0,0.0,1.0,True
categorical__batter_id_24220,batter_id,context_static,one_hot,24220,0.0,0.0,1.0,True
categorical__batter_id_24221,batter_id,context_static,one_hot,24221,0.0,0.0,1.0,True
categorical__batter_id_24225,batter_id,context_static,one_hot,24225,0.0,0.0,1.0,True
categorical__batter_id_24206,batter_id,context_static,one_hot,24206,0.0,0.0,1.0,True
categorical__batter_id_22332,batter_id,context_static,one_hot,22332,0.0,0.0,1.0,True
categorical__batter_id_22333,batter_id,context_static,one_hot,22333,0.0,0.0,1.0,True
categorical__batter_id_22344,batter_id,context_static,one_hot,22344,0.0,0.0,1.0,True
categorical__batter_id_22345,batter_id,context_static,one_hot,22345,0.0,0.0,1.0,True
categorical__batter_id_22353,batter_id,context_static,one_hot,22353,0.0,0.0,1.0,True
categorical__batter_id_22374,batter_id,context_static,one_hot,22374,0.0,0.0,1.0,True
categorical__batter_id_22379,batter_id,context_static,one_hot,22379,0.0,0.0,1.0,True
categorical__batter_id_22382,batter_id,context_static,one_hot,22382,0.0,0.0,1.0,True
categorical__batter_id_22392,batter_id,context_static,one_hot,22392,0.0,0.0,1.0,True
categorical__batter_id_22394,batter_id,context_static,one_hot,22394,0.0,0.0,1.0,True
categorical__batter_id_22396,batter_id,context_static,one_hot,22396,0.0,0.0,1.0,True
categorical__batter_team_id_22,batter_team_id,context_static,one_hot,22,0.0,0.0,1.0,True
categorical__batter_id_22416,batter_id,context_static,one_hot,22416,0.0,0.0,1.0,True
categorical__batter_id_22420,batter_id,context_static,one_hot,22420,0.0,0.0,1.0,True
categorical__batter_id_22424,batter_id,context_static,one_hot,22424,0.0,0.0,1.0,True
categorical__batter_id_22425,batter_id,context_static,one_hot,22425,0.0,0.0,1.0,True
categorical__batter_id_22429,batter_id,context_static,one_hot,22429,0.0,0.0,1.0,True
categorical__batter_id_22430,batter_id,context_static,one_hot,22430,0.0,0.0,1.0,True
categorical__batter_id_22432,batter_id,context_static,one_hot,22432,0.0,0.0,1.0,True
categorical__batter_id_22436,batter_id,context_static,one_hot,22436,0.0,0.0,1.0,True
categorical__batter_id_22439,batter_id,context_static,one_hot,22439,0.0,0.0,1.0,True
categorical__batter_id_22442,batter_id,context_static,one_hot,22442,0.0,0.0,1.0,True
categorical__batter_id_22443,batter_id,context_static,one_hot,22443,0.0,0.0,1.0,True
categorical__batter_id_22454,batter_id,context_static,one_hot,22454,0.0,0.0,1.0,True
categorical__batter_id_22410,batter_id,context_static,one_hot,22410,0.0,0.0,1.0,True
categorical__batter_id_22127,batter_id,context_static,one_hot,22127,0.0,0.0,1.0,True
categorical__batter_id_22130,batter_id,context_static,one_hot,22130,0.0,0.0,1.0,True
categorical__batter_id_22132,batter_id,context_static,one_hot,22132,0.0,0.0,1.0,True
categorical__batter_id_22133,batter_id,context_static,one_hot,22133,0.0,0.0,1.0,True
categorical__batter_id_22137,batter_id,context_static,one_hot,22137,0.0,0.0,1.0,True
categorical__batter_id_22144,batter_id,context_static,one_hot,22144,0.0,0.0,1.0,True
categorical__batter_id_22146,batter_id,context_static,one_hot,22146,0.0,0.0,1.0,True
categorical__batter_id_22148,batter_id,context_static,one_hot,22148,0.0,0.0,1.0,True
categorical__batter_id_22160,batter_id,context_static,one_hot,22160,0.0,0.0,1.0,True
categorical__batter_id_22182,batter_id,context_static,one_hot,22182,0.0,0.0,1.0,True
categorical__batter_id_22208,batter_id,context_static,one_hot,22208,0.0,0.0,1.0,True
categorical__batter_id_22323,batter_id,context_static,one_hot,22323,0.0,0.0,1.0,True
categorical__batter_id_22225,batter_id,context_static,one_hot,22225,0.0,0.0,1.0,True
categorical__batter_id_22238,batter_id,context_static,one_hot,22238,0.0,0.0,1.0,True
categorical__batter_id_22245,batter_id,context_static,one_hot,22245,0.0,0.0,1.0,True
categorical__batter_id_22258,batter_id,context_static,one_hot,22258,0.0,0.0,1.0,True
categorical__batter_id_22269,batter_id,context_static,one_hot,22269,0.0,0.0,1.0,True
categorical__batter_id_22281,batter_id,context_static,one_hot,22281,0.0,0.0,1.0,True
categorical__batter_id_22283,batter_id,context_static,one_hot,22283,0.0,0.0,1.0,True
categorical__batter_id_22284,batter_id,context_static,one_hot,22284,0.0,0.0,1.0,True
categorical__batter_id_22287,batter_id,context_static,one_hot,22287,0.0,0.0,1.0,True
categorical__batter_id_22288,batter_id,context_static,one_hot,22288,0.0,0.0,1.0,True
categorical__batter_id_22315,batter_id,context_static,one_hot,22315,0.0,0.0,1.0,True
categorical__batter_id_22322,batter_id,context_static,one_hot,22322,0.0,0.0,1.0,True
categorical__batter_id_22221,batter_id,context_static,one_hot,22221,0.0,0.0,1.0,True
categorical__batter_id_22632,batter_id,context_static,one_hot,22632,0.0,0.0,1.0,True
categorical__batter_id_22660,batter_id,context_static,one_hot,22660,0.0,0.0,1.0,True
categorical__batter_id_22664,batter_id,context_static,one_hot,22664,0.0,0.0,1.0,True
categorical__batter_id_22671,batter_id,context_static,one_hot,22671,0.0,0.0,1.0,True
categorical__batter_id_22674,batter_id,context_static,one_hot,22674,0.0,0.0,1.0,True
categorical__batter_id_22679,batter_id,context_static,one_hot,22679,0.0,0.0,1.0,True
categorical__batter_id_22682,batter_id,context_static,one_hot,22682,0.0,0.0,1.0,True
categorical__batter_id_22683,batter_id,context_static,one_hot,22683,0.0,0.0,1.0,True
categorical__batter_id_22684,batter_id,context_static,one_hot,22684,0.0,0.0,1.0,True
categorical__batter_id_22690,batter_id,context_static,one_hot,22690,0.0,0.0,1.0,True
categorical__batter_id_22693,batter_id,context_static,one_hot,22693,0.0,0.0,1.0,True
categorical__batter_id_22455,batter_id,context_static,one_hot,22455,0.0,0.0,1.0,True
categorical__batter_id_22696,batter_id,context_static,one_hot,22696,0.0,0.0,1.0,True
categorical__batter_id_22697,batter_id,context_static,one_hot,22697,0.0,0.0,1.0,True
categorical__batter_id_22709,batter_id,context_static,one_hot,22709,0.0,0.0,1.0,True
categorical__batter_id_22716,batter_id,context_static,one_hot,22716,0.0,0.0,1.0,True
categorical__batter_id_22719,batter_id,context_static,one_hot,22719,0.0,0.0,1.0,True
categorical__batter_id_22720,batter_id,context_static,one_hot,22720,0.0,0.0,1.0,True
categorical__batter_id_22725,batter_id,context_static,one_hot,22725,0.0,0.0,1.0,True
categorical__batter_id_22727,batter_id,context_static,one_hot,22727,0.0,0.0,1.0,True
categorical__batter_id_22728,batter_id,context_static,one_hot,22728,0.0,0.0,1.0,True
categorical__batter_id_22732,batter_id,context_static,one_hot,22732,0.0,0.0,1.0,True
categorical__batter_id_22733,batter_id,context_static,one_hot,22733,0.0,0.0,1.0,True
categorical__batter_id_22735,batter_id,context_static,one_hot,22735,0.0,0.0,1.0,True
categorical__batter_id_22695,batter_id,context_static,one_hot,22695,0.0,0.0,1.0,True
categorical__batter_id_22460,batter_id,context_static,one_hot,22460,0.0,0.0,1.0,True
categorical__batter_id_22468,batter_id,context_static,one_hot,22468,0.0,0.0,1.0,True
categorical__batter_id_22499,batter_id,context_static,one_hot,22499,0.0,0.0,1.0,True
categorical__batter_id_22500,batter_id,context_static,one_hot,22500,0.0,0.0,1.0,True
categorical__batter_id_22502,batter_id,context_static,one_hot,22502,0.0,0.0,1.0,True
categorical__batter_id_22514,batter_id,context_static,one_hot,22514,0.0,0.0,1.0,True
categorical__batter_id_22521,batter_id,context_static,one_hot,22521,0.0,0.0,1.0,True
categorical__batter_id_22522,batter_id,context_static,one_hot,22522,0.0,0.0,1.0,True
categorical__batter_id_22523,batter_id,context_static,one_hot,22523,0.0,0.0,1.0,True
categorical__batter_id_22542,batter_id,context_static,one_hot,22542,0.0,0.0,1.0,True
categorical__batter_id_22553,batter_id,context_static,one_hot,22553,0.0,0.0,1.0,True
categorical__batter_id_22629,batter_id,context_static,one_hot,22629,0.0,0.0,1.0,True
categorical__batter_id_22574,batter_id,context_static,one_hot,22574,0.0,0.0,1.0,True
categorical__batter_id_22576,batter_id,context_static,one_hot,22576,0.0,0.0,1.0,True
categorical__batter_id_22605,batter_id,context_static,one_hot,22605,0.0,0.0,1.0,True
categorical__batter_id_22606,batter_id,context_static,one_hot,22606,0.0,0.0,1.0,True
categorical__batter_id_22607,batter_id,context_static,one_hot,22607,0.0,0.0,1.0,True
categorical__batter_id_22610,batter_id,context_static,one_hot,22610,0.0,0.0,1.0,True
categorical__batter_id_22611,batter_id,context_static,one_hot,22611,0.0,0.0,1.0,True
categorical__batter_id_22612,batter_id,context_static,one_hot,22612,0.0,0.0,1.0,True
categorical__batter_id_22613,batter_id,context_static,one_hot,22613,0.0,0.0,1.0,True
categorical__batter_id_22621,batter_id,context_static,one_hot,22621,0.0,0.0,1.0,True
categorical__batter_id_22626,batter_id,context_static,one_hot,22626,0.0,0.0,1.0,True
categorical__batter_id_22628,batter_id,context_static,one_hot,22628,0.0,0.0,1.0,True
categorical__batter_id_22571,batter_id,context_static,one_hot,22571,0.0,0.0,1.0,True
categorical__top_bottom_T,top_bottom,context_static,one_hot,T,0.0,0.0,1.0,True
categorical__base_state_123,base_state,context_static,one_hot,123,0.0,0.0,1.0,True
categorical__base_state_12_,base_state,context_static,one_hot,12_,0.0,0.0,1.0,True
categorical__base_state_1_3,base_state,context_static,one_hot,1_3,0.0,0.0,1.0,True
categorical__base_state_1__,base_state,context_static,one_hot,1__,0.0,0.0,1.0,True
categorical__base_state__23,base_state,context_static,one_hot,_23,0.0,0.0,1.0,True
categorical__base_state__2_,base_state,context_static,one_hot,_2_,0.0,0.0,1.0,True
categorical__base_state___3,base_state,context_static,one_hot,__3,0.0,0.0,1.0,True
categorical__base_state____,base_state,context_static,one_hot,___,0.0,0.0,1.0,True
categorical__batter_id_20889,batter_id,context_static,one_hot,20889,0.0,0.0,1.0,True
categorical__batter_id_20946,batter_id,context_static,one_hot,20946,0.0,0.0,1.0,True
categorical__batter_id_22126,batter_id,context_static,one_hot,22126,0.0,0.0,1.0,True
categorical__batter_id_21131,batter_id,context_static,one_hot,21131,0.0,0.0,1.0,True
categorical__batter_id_21143,batter_id,context_static,one_hot,21143,0.0,0.0,1.0,True
categorical__batter_id_21170,batter_id,context_static,one_hot,21170,0.0,0.0,1.0,True
categorical__batter_id_21174,batter_id,context_static,one_hot,21174,0.0,0.0,1.0,True
categorical__batter_id_21241,batter_id,context_static,one_hot,21241,0.0,0.0,1.0,True
categorical__batter_id_21278,batter_id,context_static,one_hot,21278,0.0,0.0,1.0,True
categorical__batter_id_21286,batter_id,context_static,one_hot,21286,0.0,0.0,1.0,True
categorical__batter_id_21288,batter_id,context_static,one_hot,21288,0.0,0.0,1.0,True
categorical__batter_id_21381,batter_id,context_static,one_hot,21381,0.0,0.0,1.0,True
categorical__batter_id_21398,batter_id,context_static,one_hot,21398,0.0,0.0,1.0,True
categorical__batter_id_21400,batter_id,context_static,one_hot,21400,0.0,0.0,1.0,True
categorical__batter_id_21401,batter_id,context_static,one_hot,21401,0.0,0.0,1.0,True
categorical__batter_id_20984,batter_id,context_static,one_hot,20984,0.0,0.0,1.0,True
categorical__pitcher_team_id_20,pitcher_team_id,context_static,one_hot,20,0.0,0.0,1.0,True
categorical__pitcher_team_id_19,pitcher_team_id,context_static,one_hot,19,0.0,0.0,1.0,True
numeric_scale__asof_pitcher_n,asof_pitcher_n,historical,scaled_numeric,,0.0,0.0,1.0,True
categorical__batter_team_id_23,batter_team_id,context_static,one_hot,23,0.0,0.0,1.0,True
numeric_scale__run_top_before,run_top_before,context_static,scaled_numeric,,0.0,0.0,1.0,True
numeric_scale__asof_pitcher_strike_rate,asof_pitcher_strike_rate,historical,scaled_numeric,,0.0,0.0,1.0,True
numeric_scale__missingindicator_asof_pitcher_success_rate,asof_pitcher_success_rate,historical,missing_indicator,,0.0,0.0,1.0,True
numeric_scale__missingindicator_asof_pitcher_reverse_rate,asof_pitcher_reverse_rate,historical,missing_indicator,,0.0,0.0,1.0,True
numeric_scale__missingindicator_asof_pitcher_middle_rate,asof_pitcher_middle_rate,historical,missing_indicator,,0.0,0.0,1.0,True
numeric_scale__missingindicator_asof_pitcher_ball_rate,asof_pitcher_ball_rate,historical,missing_indicator,,0.0,0.0,1.0,True
numeric_scale__missingindicator_asof_pitcher_strike_rate,asof_pitcher_strike_rate,historical,missing_indicator,,0.0,0.0,1.0,True
categorical__top_bottom_B,top_bottom,context_static,one_hot,B,0.0,0.0,1.0,True
numeric_scale__missingindicator_asof_pitcher_breaking_rate,asof_pitcher_breaking_rate,historical,missing_indicator,,0.0,0.0,1.0,True
numeric_scale__missingindicator_asof_pitcher_offspeed_rate,asof_pitcher_offspeed_rate,historical,missing_indicator,,0.0,0.0,1.0,True
numeric_no_scale__runner_on_1b,runner_on_1b,context_static,numeric_no_scale,,0.0,0.0,1.0,True
numeric_no_scale__runner_on_2b,runner_on_2b,context_static,numeric_no_scale,,0.0,0.0,1.0,True
numeric_no_scale__runner_on_3b,runner_on_3b,context_static,numeric_no_scale,,0.0,0.0,1.0,True
categorical__game_dayofweek_0,game_dayofweek,context_static,one_hot,0,0.0,0.0,1.0,True
categorical__game_dayofweek_1,game_dayofweek,context_static,one_hot,1,0.0,0.0,1.0,True
categorical__game_dayofweek_2,game_dayofweek,context_static,one_hot,2,0.0,0.0,1.0,True
categorical__game_dayofweek_3,game_dayofweek,context_static,one_hot,3,0.0,0.0,1.0,True
categorical__game_dayofweek_4,game_dayofweek,context_static,one_hot,4,0.0,0.0,1.0,True
categorical__game_dayofweek_5,game_dayofweek,context_static,one_hot,5,0.0,0.0,1.0,True
categorical__game_dayofweek_6,game_dayofweek,context_static,one_hot,6,0.0,0.0,1.0,True
numeric_scale__missingindicator_asof_pitcher_fastball_rate,asof_pitcher_fastball_rate,historical,missing_indicator,,0.0,0.0,1.0,True
categorical__batter_id_21945,batter_id,context_static,one_hot,21945,0.0,0.0,1.0,True
categorical__batter_id_21947,batter_id,context_static,one_hot,21947,0.0,0.0,1.0,True
categorical__batter_id_21968,batter_id,context_static,one_hot,21968,0.0,0.0,1.0,True
categorical__batter_id_21980,batter_id,context_static,one_hot,21980,0.0,0.0,1.0,True
categorical__batter_id_21990,batter_id,context_static,one_hot,21990,0.0,0.0,1.0,True
categorical__batter_id_21992,batter_id,context_static,one_hot,21992,0.0,0.0,1.0,True
categorical__batter_id_21996,batter_id,context_static,one_hot,21996,0.0,0.0,1.0,True
categorical__batter_id_21999,batter_id,context_static,one_hot,21999,0.0,0.0,1.0,True
categorical__batter_id_22002,batter_id,context_static,one_hot,22002,0.0,0.0,1.0,True
categorical__batter_id_22006,batter_id,context_static,one_hot,22006,0.0,0.0,1.0,True
categorical__batter_id_22013,batter_id,context_static,one_hot,22013,0.0,0.0,1.0,True
categorical__batter_id_21448,batter_id,context_static,one_hot,21448,0.0,0.0,1.0,True
categorical__batter_id_22021,batter_id,context_static,one_hot,22021,0.0,0.0,1.0,True
categorical__batter_id_22025,batter_id,context_static,one_hot,22025,0.0,0.0,1.0,True
categorical__batter_id_22026,batter_id,context_static,one_hot,22026,0.0,0.0,1.0,True
categorical__batter_id_22038,batter_id,context_static,one_hot,22038,0.0,0.0,1.0,True
categorical__batter_id_22064,batter_id,context_static,one_hot,22064,0.0,0.0,1.0,True
categorical__batter_id_22066,batter_id,context_static,one_hot,22066,0.0,0.0,1.0,True
categorical__batter_id_22101,batter_id,context_static,one_hot,22101,0.0,0.0,1.0,True
categorical__batter_id_22102,batter_id,context_static,one_hot,22102,0.0,0.0,1.0,True
categorical__batter_id_22103,batter_id,context_static,one_hot,22103,0.0,0.0,1.0,True
categorical__batter_id_22104,batter_id,context_static,one_hot,22104,0.0,0.0,1.0,True
categorical__batter_id_22106,batter_id,context_static,one_hot,22106,0.0,0.0,1.0,True
